molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw
CID006539572,,,-0.006069978673276,0.846153846154,185,-0.09004963209158098
CID044525953,,,-0.007227196969694,0.75,53,-0.144958652665441
CID024804299,,,-0.007281084186290003,0.8490566037739999,203,-0.08887454891315605
CID044525968,,,-0.006290754769924,0.8,98,-0.12364474401572798
CID006539470,,,-0.007278225035827,0.863636363636,251,-0.07964733933012298
CID000667570,,,-0.008218936259057,0.911392405063,383,-0.053278451087867995
CID006539473,,,-0.008167997523177999,0.862068965517,242,-0.08153162219394401
CID070685440,,,-0.016038438902156,0.878787878788,308,-0.08563221596651299
CID006539475,,,-0.007153477896515002,0.9176470588240001,391,-0.05278908387737696
CID070685442,,,-0.011965182186229998,0.82,116,-0.10876146655433801
CID006539477,,,-0.0064924192485160005,0.8681318681319999,261,-0.07786610127099002
CID046215644,,,-0.006545924736922996,0.875,289,-0.07315925407726401
CID009865518,,,-0.008444755576646,0.7717391304350001,80,-0.14039431763894095
CID010278843,,,-0.005488010856522002,0.8425925925929999,178,-0.09083692616785405
CID024802961,,,-0.006907350831904999,0.873786407767,287,-0.076353247330849
CID023133388,,,-0.007223593274207004,0.738636363636,36,-0.14525383675315495
CID000156414,,,-0.008272048170608998,0.836363636364,153,-0.101159081183957
CID010173796,,,-0.006918762293085001,informer,informer,informer
CID056673950,,,-0.01416277529393,0.8877551020409999,335,-0.07773708577196102
CID009836405,informer,informer,informer,0.83950617284,167,-0.089494986772264
CID053467178,informer,informer,informer,0.834951456311,149,-0.092863093835533
CID006539472,informer,informer,informer,0.883720930233,326,-0.06745229905030399
CID044526074,informer,informer,informer,0.8777777777779999,303,-0.07202068563253602
CID042618144,informer,informer,informer,0.85393258427,211,-0.082948051770636
CID024803787,informer,informer,informer,0.872549019608,277,-0.076535512681932
CID051354901,informer,informer,informer,0.8571428571430001,221,-0.08369811872443096
CID044525930,informer,informer,informer,0.720430107527,15,-0.164032426995338
CID000003134,informer,informer,informer,0.9367088607590001,397,-0.039869618802110984
CID017754438,informer,informer,informer,0.814432989691,109,-0.10197499433625301
CID053245731,informer,informer,informer,0.923913043478,394,-0.04850628021773802
CID009826528,informer,informer,informer,0.909090909091,380,-0.06207900530118902
CID057401865,informer,informer,informer,0.86170212766,236,-0.09063773633581301
CID025263108,informer,informer,informer,0.90099009901,360,-0.060824563748471984
CID044532639,informer,informer,informer,0.8782608695649999,305,-0.07369956126107903
CID044397011,informer,informer,informer,0.835443037975,152,-0.09100380361539502
